"Date","Facebook Page","Followers","Net Follower Growth","Published Posts","Views","Organic Views","Paid Views","Reach","Engagements","Reactions","Comments","Shares","Post Link Clicks","Other Post Clicks","Page Actions","Engagement Rate (per View)","Video Views","Full Video Views","Partial Video Views","Organic Video Views","Organic Full Video Views","Organic Partial Video Views","Paid Video Views","Paid Full Video Views","Paid Partial Video Views","Click to Play Video Views","Autoplay Video Views"
"02-27-2025","The Chicago Public Education Fund","2,356","-1","1","689","689","0","328","48","14","7","1","0","26","0","6.97%","3","0","3","3","0","3","0","0","0","0","3"
"02-28-2025","The Chicago Public Education Fund","2,357","1","3","771","771","0","331","54","17","7","0","0","30","0","7%","4","2","2","4","2","2","0","0","0","0","4"
"03-01-2025","The Chicago Public Education Fund","2,358","1","1","671","671","0","344","40","10","5","0","1","24","0","5.96%","5","3","2","5","3","2","0","0","0","0","5"
"03-02-2025","The Chicago Public Education Fund","2,358","0","0","246","246","0","142","54","15","5","0","0","34","0","21.95%","4","0","4","4","0","4","0","0","0","0","4"
"03-03-2025","The Chicago Public Education Fund","2,358","0","0","139","139","0","75","55","15","6","0","0","34","0","39.57%","3","0","3","3","0","3","0","0","0","0","3"
"03-04-2025","The Chicago Public Education Fund","2,358","0","1","204","204","0","124","42","12","3","0","0","27","0","20.59%","2","0","2","2","0","2","0","0","0","0","2"
"03-05-2025","The Chicago Public Education Fund","2,361","3","2","312","312","0","140","41","12","4","2","0","23","0","13.14%","28","8","20","28","8","20","0","0","0","0","28"
"03-06-2025","The Chicago Public Education Fund","2,360","-1","4","603","603","0","228","32","10","1","0","0","21","0","5.31%","70","21","49","70","21","49","0","0","0","1","69"
"03-07-2025","The Chicago Public Education Fund","2,361","1","1","389","389","0","179","18","5","1","0","0","12","0","4.63%","37","11","26","37","11","26","0","0","0","0","37"
"03-08-2025","The Chicago Public Education Fund","2,361","0","0","134","134","0","744","24","6","0","2","0","16","0","17.91%","10","1","9","10","1","9","0","0","0","1","9"
"03-09-2025","The Chicago Public Education Fund","2,362","1","0","98","98","0","211","29","9","1","1","0","18","0","29.59%","6","1","5","6","1","5","0","0","0","0","6"
"03-10-2025","The Chicago Public Education Fund","2,362","0","1","73","73","0","140","24","8","1","3","1","11","0","32.88%","4","2","2","4","2","2","0","0","0","0","4"
"03-11-2025","The Chicago Public Education Fund","2,362","0","0","48","48","0","66","20","10","0","1","0","9","0","41.67%","6","2","4","6","2","4","0","0","0","0","6"
"03-12-2025","The Chicago Public Education Fund","2,361","-1","0","55","55","0","55","13","3","1","1","1","7","0","23.64%","5","2","3","5","2","3","0","0","0","0","5"
"03-13-2025","The Chicago Public Education Fund","2,362","1","2","371","371","0","196","4","1","0","0","0","3","0","1.08%","4","2","2","4","2","2","0","0","0","0","4"
"03-14-2025","The Chicago Public Education Fund","2,361","-1","2","325","325","0","142","9","0","0","0","0","9","0","2.77%","28","6","22","28","6","22","0","0","0","0","28"
"03-15-2025","The Chicago Public Education Fund","2,361","0","0","152","152","0","71","6","1","0","1","0","4","0","3.95%","11","4","7","11","4","7","0","0","0","0","11"
"03-16-2025","The Chicago Public Education Fund","2,361","0","0","63","63","0","49","21","5","1","2","2","11","0","33.33%","7","1","6","7","1","6","0","0","0","0","7"
"03-17-2025","The Chicago Public Education Fund","2,361","0","0","136","136","0","48","17","2","0","0","0","15","0","12.5%","10","2","8","10","2","8","0","0","0","0","10"
"03-18-2025","The Chicago Public Education Fund","2,361","0","2","252","252","0","114","16","5","0","0","1","10","0","6.35%","11","3","8","11","3","8","0","0","0","0","11"
"03-19-2025","The Chicago Public Education Fund","2,362","1","1","300","300","0","151","6","0","0","0","1","5","0","2%","6","2","4","6","2","4","0","0","0","0","6"
"03-20-2025","The Chicago Public Education Fund","2,362","0","0","92","92","0","70","9","1","0","0","0","8","0","9.78%","3","2","1","3","2","1","0","0","0","0","3"
"03-21-2025","The Chicago Public Education Fund","2,363","1","2","933","933","0","377","7","2","0","0","2","3","0","0.75%","5","1","4","5","1","4","0","0","0","0","5"
"03-22-2025","The Chicago Public Education Fund","2,362","-1","0","663","663","0","305","131","20","2","0","6","103","0","19.76%","2","0","2","2","0","2","0","0","0","0","2"
"03-23-2025","The Chicago Public Education Fund","2,362","0","0","195","195","0","112","55","8","1","0","4","42","0","28.21%","5","0","5","5","0","5","0","0","0","0","5"
"03-24-2025","The Chicago Public Education Fund","2,362","0","0","107","107","0","65","125","20","2","0","7","96","0","116.82%","7","2","5","7","2","5","0","0","0","0","7"
"03-25-2025","The Chicago Public Education Fund","2,362","0","1","174","174","0","103","147","25","3","1","6","112","0","84.48%","3","1","2","3","1","2","0","0","0","0","3"
"03-26-2025","The Chicago Public Education Fund","2,362","0","0","76","76","0","47","112","18","2","0","5","87","0","147.37%","2","1","1","2","1","1","0","0","0","0","2"
"03-27-2025","The Chicago Public Education Fund","2,362","0","0","42","42","0","35","72","11","1","0","3","57","0","171.43%","3","1","2","3","1","2","0","0","0","0","3"
"03-28-2025","The Chicago Public Education Fund","2,364","2","2","1,057","1,057","0","525","45","6","1","0","2","36","0","4.26%","2","0","2","2","0","2","0","0","0","0","2"
"03-29-2025","The Chicago Public Education Fund","2,365","1","0","394","394","0","209","445","86","8","11","2","338","0","112.94%","2","1","1","2","1","1","0","0","0","0","2"
"03-30-2025","The Chicago Public Education Fund","2,364","-1","0","212","212","0","95","179","34","4","4","2","135","0","84.43%","4","0","4","4","0","4","0","0","0","0","4"
"03-31-2025","The Chicago Public Education Fund","2,363","-1","0","125","125","0","77","389","75","7","10","0","297","0","311.2%","4","0","4","4","0","4","0","0","0","0","4"
"04-01-2025","The Chicago Public Education Fund","2,364","1","0","51","51","0","42","470","91","11","13","2","353","0","921.57%","3","1","2","3","1","2","0","0","0","1","2"
"04-02-2025","The Chicago Public Education Fund","2,365","1","0","44","44","0","30","363","69","8","10","0","276","0","825%","4","0","4","4","0","4","0","0","0","0","4"
"04-03-2025","The Chicago Public Education Fund","2,365","0","2","191","191","0","96","235","46","4","6","0","179","0","123.04%","4","2","2","4","2","2","0","0","0","0","4"
"04-04-2025","The Chicago Public Education Fund","2,379","14","2","7,352","7,352","0","2,942","145","28","3","4","0","110","0","1.97%","3","0","3","3","0","3","0","0","0","1","2"
"04-05-2025","The Chicago Public Education Fund","2,379","0","0","5,984","5,984","0","2,219","97","19","2","3","0","73","0","1.62%","10","2","8","10","2","8","0","0","0","1","9"
"04-06-2025","The Chicago Public Education Fund","2,381","2","0","1,610","1,610","0","714","59","10","1","1","1","46","0","3.66%","3","0","3","3","0","3","0","0","0","0","3"
"04-07-2025","The Chicago Public Education Fund","2,381","0","2","1,050","1,050","0","577","41","7","1","1","1","31","0","3.9%","1","1","0","1","1","0","0","0","0","0","1"
"04-08-2025","The Chicago Public Education Fund","2,382","1","3","1,542","1,542","0","657","42","7","1","1","2","31","0","2.72%","8","0","8","8","0","8","0","0","0","0","8"
"04-09-2025","The Chicago Public Education Fund","2,387","5","2","3,079","3,079","0","1,286","20","1","0","0","0","19","0","0.65%","5","0","5","5","0","5","0","0","0","0","5"
"04-10-2025","The Chicago Public Education Fund","2,391","4","2","4,286","4,286","0","1,943","240","32","3","1","15","189","0","5.6%","4","1","3","4","1","3","0","0","0","0","4"
